id_claim,scheme,claim_text,state_claim,district_claim,source_claim,date_claim,id_report,report_text,state_report,district_report,source_report,date_report,type,nli_label,confidence
13,Har Ghar Jal,Uttar Pradesh making significant progress in tap water connections,Uttar Pradesh,All Districts,PIB,2021-12-01,13,Adolescent girls often miss school due to water collection duties,All India,All Districts,WaterAid,2024-06-01,survey,contradiction,0.43556347489356995
13,Har Ghar Jal,Uttar Pradesh making significant progress in tap water connections,Uttar Pradesh,All Districts,PIB,2021-12-01,15,Piped water connections exist but water supply is irregular,Uttar Pradesh,Banda,Twitter,2024-09-01,social_media,entailment,0.4001680314540863
13,Har Ghar Jal,Uttar Pradesh making significant progress in tap water connections,Uttar Pradesh,All Districts,PIB,2021-12-01,16,Groundwater depletion threatens long-term water security,Uttar Pradesh,All Districts,Down to Earth,2024-10-01,news,contradiction,0.41329875588417053
13,Har Ghar Jal,Uttar Pradesh making significant progress in tap water connections,Uttar Pradesh,All Districts,PIB,2021-12-01,19,Water scarcity continues despite government claims of success,Uttar Pradesh,Banda,Local Survey,2025-01-01,survey,contradiction,0.49014925956726074
14,Har Ghar Jal,Bihar achieving targets for rural water supply,Bihar,All Districts,PIB,2021-12-01,1,"In Bundelkhand, women still walk 2 km to fetch water daily despite government claims",Uttar Pradesh,Banda,WaterAid,2024-03-15,field_report,contradiction,0.5708386898040771
14,Har Ghar Jal,Bihar achieving targets for rural water supply,Bihar,All Districts,PIB,2021-12-01,2,63.4 million people in rural areas live without access to clean water,All India,All Districts,WaterAid,2024-06-01,survey,contradiction,0.39671820402145386
14,Har Ghar Jal,Bihar achieving targets for rural water supply,Bihar,All Districts,PIB,2021-12-01,3,Water levels are below their 10-year averages in Uttar Pradesh,Uttar Pradesh,All Districts,Citizen Matters,2024-05-11,news,contradiction,0.39845412969589233
14,Har Ghar Jal,Bihar achieving targets for rural water supply,Bihar,All Districts,PIB,2021-12-01,4,Uttar Pradesh is grappling with unabated use of groundwater resources,Uttar Pradesh,All Districts,Down to Earth,2023-06-12,news,entailment,0.3761591911315918
14,Har Ghar Jal,Bihar achieving targets for rural water supply,Bihar,All Districts,PIB,2021-12-01,5,Bihar and Uttar Pradesh had the lowest Water Performance Index scores,Bihar,All Districts,Economic Political Weekly,2024-08-22,research,entailment,0.39961564540863037
14,Har Ghar Jal,Bihar achieving targets for rural water supply,Bihar,All Districts,PIB,2021-12-01,6,Water-guzzling crops push Uttar Pradesh to the brink of groundwater crisis,Uttar Pradesh,All Districts,Down to Earth,2025-01-29,news,contradiction,0.39224129915237427
14,Har Ghar Jal,Bihar achieving targets for rural water supply,Bihar,All Districts,PIB,2021-12-01,12,Despite infrastructure water quality remains poor in rural areas,Uttar Pradesh,Banda,Local News,2024-07-01,field_report,contradiction,0.46557843685150146
14,Har Ghar Jal,Bihar achieving targets for rural water supply,Bihar,All Districts,PIB,2021-12-01,13,Adolescent girls often miss school due to water collection duties,All India,All Districts,WaterAid,2024-06-01,survey,contradiction,0.4974909722805023
14,Har Ghar Jal,Bihar achieving targets for rural water supply,Bihar,All Districts,PIB,2021-12-01,15,Piped water connections exist but water supply is irregular,Uttar Pradesh,Banda,Twitter,2024-09-01,social_media,contradiction,0.4059918522834778
14,Har Ghar Jal,Bihar achieving targets for rural water supply,Bihar,All Districts,PIB,2021-12-01,16,Groundwater depletion threatens long-term water security,Uttar Pradesh,All Districts,Down to Earth,2024-10-01,news,entailment,0.37976565957069397
14,Har Ghar Jal,Bihar achieving targets for rural water supply,Bihar,All Districts,PIB,2021-12-01,19,Water scarcity continues despite government claims of success,Uttar Pradesh,Banda,Local Survey,2025-01-01,survey,contradiction,0.665351152420044
17,Har Ghar Jal,Tap water supply reaching every rural household in mission mode,All India,All Districts,PIB,2024-01-01,1,"In Bundelkhand, women still walk 2 km to fetch water daily despite government claims",Uttar Pradesh,Banda,WaterAid,2024-03-15,field_report,contradiction,0.35097429156303406
17,Har Ghar Jal,Tap water supply reaching every rural household in mission mode,All India,All Districts,PIB,2024-01-01,2,63.4 million people in rural areas live without access to clean water,All India,All Districts,WaterAid,2024-06-01,survey,entailment,0.4056667387485504
17,Har Ghar Jal,Tap water supply reaching every rural household in mission mode,All India,All Districts,PIB,2024-01-01,3,Water levels are below their 10-year averages in Uttar Pradesh,Uttar Pradesh,All Districts,Citizen Matters,2024-05-11,news,contradiction,0.3664252758026123
17,Har Ghar Jal,Tap water supply reaching every rural household in mission mode,All India,All Districts,PIB,2024-01-01,4,Uttar Pradesh is grappling with unabated use of groundwater resources,Uttar Pradesh,All Districts,Down to Earth,2023-06-12,news,entailment,0.3751062750816345
17,Har Ghar Jal,Tap water supply reaching every rural household in mission mode,All India,All Districts,PIB,2024-01-01,5,Bihar and Uttar Pradesh had the lowest Water Performance Index scores,Bihar,All Districts,Economic Political Weekly,2024-08-22,research,entailment,0.493362158536911
17,Har Ghar Jal,Tap water supply reaching every rural household in mission mode,All India,All Districts,PIB,2024-01-01,6,Water-guzzling crops push Uttar Pradesh to the brink of groundwater crisis,Uttar Pradesh,All Districts,Down to Earth,2025-01-29,news,contradiction,0.41186463832855225
17,Har Ghar Jal,Tap water supply reaching every rural household in mission mode,All India,All Districts,PIB,2024-01-01,12,Despite infrastructure water quality remains poor in rural areas,Uttar Pradesh,Banda,Local News,2024-07-01,field_report,contradiction,0.3691996932029724
17,Har Ghar Jal,Tap water supply reaching every rural household in mission mode,All India,All Districts,PIB,2024-01-01,13,Adolescent girls often miss school due to water collection duties,All India,All Districts,WaterAid,2024-06-01,survey,entailment,0.6186265349388123
17,Har Ghar Jal,Tap water supply reaching every rural household in mission mode,All India,All Districts,PIB,2024-01-01,15,Piped water connections exist but water supply is irregular,Uttar Pradesh,Banda,Twitter,2024-09-01,social_media,entailment,0.3716520667076111
17,Har Ghar Jal,Tap water supply reaching every rural household in mission mode,All India,All Districts,PIB,2024-01-01,16,Groundwater depletion threatens long-term water security,Uttar Pradesh,All Districts,Down to Earth,2024-10-01,news,contradiction,0.3966645300388336
17,Har Ghar Jal,Tap water supply reaching every rural household in mission mode,All India,All Districts,PIB,2024-01-01,19,Water scarcity continues despite government claims of success,Uttar Pradesh,Banda,Local Survey,2025-01-01,survey,entailment,0.3611055910587311
18,Swachh Bharat,Toilets constructed in 100% rural areas of Bihar,Bihar,All Districts,PIB,2019-10-02,7,Many toilets in rural areas lack water supply forcing open defecation,Bihar,Supaul,The Wire,2024-02-15,news,neutral,0.375160813331604
18,Swachh Bharat,Toilets constructed in 100% rural areas of Bihar,Bihar,All Districts,PIB,2019-10-02,8,Toilets constructed but not functional due to lack of water connections,Uttar Pradesh,Banda,Scroll.in,2024-03-01,news,contradiction,0.3632347583770752
18,Swachh Bharat,Toilets constructed in 100% rural areas of Bihar,Bihar,All Districts,PIB,2019-10-02,14,Open defecation continues in areas without proper water supply,Bihar,Supaul,Ground Report,2024-08-01,field_report,entailment,0.385052889585495
18,Swachh Bharat,Toilets constructed in 100% rural areas of Bihar,Bihar,All Districts,PIB,2019-10-02,20,Toilet usage low due to lack of water and maintenance,Bihar,Supaul,Field Study,2025-02-01,field_report,entailment,0.4044395387172699
19,Har Ghar Jal,All households in rural UP now have access to piped water,Uttar Pradesh,All Districts,PIB,2024-01-01,1,"In Bundelkhand, women still walk 2 km to fetch water daily despite government claims",Uttar Pradesh,Banda,WaterAid,2024-03-15,field_report,entailment,0.37845316529273987
19,Har Ghar Jal,All households in rural UP now have access to piped water,Uttar Pradesh,All Districts,PIB,2024-01-01,2,63.4 million people in rural areas live without access to clean water,All India,All Districts,WaterAid,2024-06-01,survey,contradiction,0.34431228041648865
19,Har Ghar Jal,All households in rural UP now have access to piped water,Uttar Pradesh,All Districts,PIB,2024-01-01,3,Water levels are below their 10-year averages in Uttar Pradesh,Uttar Pradesh,All Districts,Citizen Matters,2024-05-11,news,contradiction,0.3638360798358917
19,Har Ghar Jal,All households in rural UP now have access to piped water,Uttar Pradesh,All Districts,PIB,2024-01-01,4,Uttar Pradesh is grappling with unabated use of groundwater resources,Uttar Pradesh,All Districts,Down to Earth,2023-06-12,news,entailment,0.3467194139957428
19,Har Ghar Jal,All households in rural UP now have access to piped water,Uttar Pradesh,All Districts,PIB,2024-01-01,5,Bihar and Uttar Pradesh had the lowest Water Performance Index scores,Bihar,All Districts,Economic Political Weekly,2024-08-22,research,entailment,0.34689509868621826
19,Har Ghar Jal,All households in rural UP now have access to piped water,Uttar Pradesh,All Districts,PIB,2024-01-01,6,Water-guzzling crops push Uttar Pradesh to the brink of groundwater crisis,Uttar Pradesh,All Districts,Down to Earth,2025-01-29,news,entailment,0.3563742935657501
19,Har Ghar Jal,All households in rural UP now have access to piped water,Uttar Pradesh,All Districts,PIB,2024-01-01,12,Despite infrastructure water quality remains poor in rural areas,Uttar Pradesh,Banda,Local News,2024-07-01,field_report,entailment,0.3545927107334137
19,Har Ghar Jal,All households in rural UP now have access to piped water,Uttar Pradesh,All Districts,PIB,2024-01-01,13,Adolescent girls often miss school due to water collection duties,All India,All Districts,WaterAid,2024-06-01,survey,entailment,0.3778018653392792
19,Har Ghar Jal,All households in rural UP now have access to piped water,Uttar Pradesh,All Districts,PIB,2024-01-01,15,Piped water connections exist but water supply is irregular,Uttar Pradesh,Banda,Twitter,2024-09-01,social_media,contradiction,0.3694373667240143
19,Har Ghar Jal,All households in rural UP now have access to piped water,Uttar Pradesh,All Districts,PIB,2024-01-01,16,Groundwater depletion threatens long-term water security,Uttar Pradesh,All Districts,Down to Earth,2024-10-01,news,entailment,0.36979517340660095
19,Har Ghar Jal,All households in rural UP now have access to piped water,Uttar Pradesh,All Districts,PIB,2024-01-01,19,Water scarcity continues despite government claims of success,Uttar Pradesh,Banda,Local Survey,2025-01-01,survey,entailment,0.374018132686615
20,Saubhagya,Complete electrification achieved in villages of Uttar Pradesh,Uttar Pradesh,All Districts,PIB,2018-12-31,9,40% villages in remote areas still experience power cuts daily,Assam,Kokrajhar,NDTV,2024-04-01,news,entailment,0.40218108892440796
20,Saubhagya,Complete electrification achieved in villages of Uttar Pradesh,Uttar Pradesh,All Districts,PIB,2018-12-31,10,Electricity infrastructure exists but supply remains intermittent,Bihar,Darbhanga,The Hindu,2024-05-01,news,entailment,0.4255306124687195
20,Saubhagya,Complete electrification achieved in villages of Uttar Pradesh,Uttar Pradesh,All Districts,PIB,2018-12-31,17,Rural electrification incomplete in tribal areas,Assam,Karbi Anglong,The Wire,2024-11-01,news,entailment,0.4076271653175354
